[
[,"bb","Address","Princ_L#","Principal File","Init_L#","Initial File","Disassembly", "unhalted_core_cycles", "uops_retired:stall_cycles", "instruction_retired", "uops_retired:any", "load_latency", "mem_uncore_retired:local_dram_and_remote_cache_hit", "mem_uncore_retired:remote_dram", "mem_load_retired:llc_unshared_hit", "dtlb_latency", "dtlb_load_misses:stlb_hit", "dtlb_load_misses:walk_completed", "dtlb_load_misses:walk_cycles", "mem_uncore_retired:other_llc_miss", "mem_uncore_retired:remote_hitm", "mem_uncore_retired:local_hitm", "mem_load_retired:other_core_l2_hit_hitm", "mem_load_retired:l2_hit", "mem_load_retired:hit_lfb", "mem_load_retired:l1d_hit", "load_hit_pre", "instruction_starvation", "l2_rqsts:ifetch_miss", "l2_rqsts:ifetch_hit", "itlb_latency", "itlb_misses:0x10", "itlb_misses:walk_completed", "itlb_misses:walk_cycles", "offcore_requests_outstanding:demand_read_code:c=1", "uops_issued:stall_cycles", "resource_stalls:any", "bandwidth_saturated", "offcore_requests_outstanding:any_read:c=6", "offcore_requests_outstanding:demand_rfo:c=4", "branch_misprediction", "br_misp_retired:all_branches", "baclear:clear", "Wrong_path_cycles", "uops_issued:any", "uops_retired:retire_slots", "uops_issued:any:c=1", "store_resources_saturated", "resource_stalls:store", "offcore_requests_outstanding:demand_rfo:c=1", "instruction_latency", "arith:cycles_div_busy", "arith:div", "exception_handling", "uops_decoded:ms_cycles_active", "port_saturation", "uops_executed:port0", "uops_executed:port1", "uops_executed:port2_core", "uops_executed:port3_core", "uops_executed:port4_core", "uops_executed:port5",],
[,1,"0x530e17",1223,"ggc-page.c",,"","callq  530d1f  ",  11, 4, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 10, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0,],
[,2,"0x530e1c",1227,,,, " Basic Block 2 <0x530e44><0x530e33>", 88, 79, 64, 52, 42, 0, 0, 11, 5, 9, 1, 1, 0, 0, 0, 0, 11, 0, 32, 0, 28, 5, 27, 2, 0, 0, 2, 1, 76, 46, 0, 0, 0, 0, 0, 1, 6, 70, 49, 34, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 10, 33, 21, 37, 18,],
[,2,"0x530e1c",1227,"ggc-page.c",,"","mov    -0x50(%rbp),%rax ",  15, 4, 6, 6, 1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 5, 0, 0, 0, 0, 0, 7, 4, 0, 0, 0, 0, 0, 0, 0, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 2, 3,],
[,2,"0x530e20",1227,"ggc-page.c",,"","mov    0x15ea4a0(,%rax,8),%rax ",  2, 1, 5, 1, 37, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 1,],
[,2,"0x530e27",1227,"ggc-page.c",,"","null ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,2,"0x530e28",1227,"ggc-page.c",,"","mov    %rax,-0x30(%rbp) ",  36, 38, 26, 14, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 15, 2, 0, 0, 2, 1, 25, 23, 0, 0, 0, 0, 0, 1, 2, 26, 19, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 13, 8, 17, 5,],
[,2,"0x530e2c",1231,"ggc-page.c",,"","cmpq   $0x0,-0x30(%rbp) ",  0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0,],
[,2,"0x530e31",1231,"ggc-page.c",,"","je     530e44  ",  35, 33, 24, 30, 2, 0, 0, 0, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 37, 17, 0, 0, 0, 0, 0, 0, 2, 31, 22, 13, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 3, 16, 8, 13, 9,],
[,3,"0x530e33",1231,,,, " Basic Block 3 <0x530f1a><0x530e44>", 120, 88, 100, 101, 62, 4, 1, 12, 16, 25, 1, 5, 0, 0, 0, 0, 10, 0, 26, 0, 13, 10, 8, 0, 0, 0, 0, 3, 99, 50, 0, 0, 0, 0, 0, 0, 0, 53, 69, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 35, 18, 32, 17,],
[,3,"0x530e33",1231,"ggc-page.c",,"","mov    -0x30(%rbp),%rax ",  2, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0,],
[,3,"0x530e37",1231,"ggc-page.c",,"","movzwl 0x2a(%rax),%eax ",  0, 0, 0, 0, 44, 4, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0,],
[,3,"0x530e3b",1231,"ggc-page.c",,"","test   %ax,%ax ",  118, 84, 96, 100, 18, 0, 1, 0, 16, 25, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 7, 0, 0, 0, 0, 3, 98, 49, 0, 0, 0, 0, 0, 0, 0, 53, 68, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 33, 17, 31, 17,],
[,3,"0x530e3e",1231,"ggc-page.c",,"","jne    530f1a  ",  0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,4,"0x530e44",1234,,,, " Basic Block 4 <0x530615>", 6, 6, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0,],
[,4,"0x530e44",1234,"ggc-page.c",,"","mov    -0x50(%rbp),%rax ",  2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0,],
[,4,"0x530e48",1234,"ggc-page.c",,"","mov    %eax,%edi ",  4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0,],
[,4,"0x530e4a",1234,"ggc-page.c",,"","callq  530615  ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,"0x530e4f",1236,,,, " Basic Block 5 <0x530103>", 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 7, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0,],
[,5,"0x530e4f",1234,"ggc-page.c",,"","mov    %rax,-0x20(%rbp) ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0,],
[,5,"0x530e53",1236,"ggc-page.c",,"","mov    0x10b9bef(%rip),%eax         ",  0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,"0x530e59",1236,"ggc-page.c",,"","mov    %eax,%edx ",  1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0,],
[,5,"0x530e5b",1236,"ggc-page.c",,"","mov    -0x20(%rbp),%rax ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,"0x530e5f",1236,"ggc-page.c",,"","mov    %rdx,0x20(%rax) ",  1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,"0x530e63",1237,"ggc-page.c",,"","mov    -0x20(%rbp),%rax ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0,],
[,5,"0x530e67",1237,"ggc-page.c",,"","mov    $0x0,%esi ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,"0x530e6c",1237,"ggc-page.c",,"","mov    %rax,%rdi ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,"0x530e6f",1237,"ggc-page.c",,"","callq  530103  ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,6,"0x530e74",1241,,,, " Basic Block 6 <0x530e86>", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,6,"0x530e74",1241,"ggc-page.c",,"","jmp    530e86  ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,7,"0x530e76",1242,,,, " Basic Block 7 <0x53008a>", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,7,"0x530e76",1242,"ggc-page.c",,"","mov    0x10b9bcc(%rip),%eax         ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,7,"0x530e7c",1242,"ggc-page.c",,"","sub    $0x1,%eax ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,7,"0x530e7f",1242,"ggc-page.c",,"","mov    %eax,%edi ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,7,"0x530e81",1242,"ggc-page.c",,"","callq  53008a  ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,"0x530e86",1241,,,, " Basic Block 8 <0x530e76><0x530e9b>", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,],
[,8,"0x530e86",1241,"ggc-page.c",,"","mov    -0x20(%rbp),%rax ",  1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,"0x530e8a",1241,"ggc-page.c",,"","movzwl 0x28(%rax),%eax ",  1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,],
[,8,"0x530e8e",1241,"ggc-page.c",,"","movzwl %ax,%edx ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,"0x530e91",1241,"ggc-page.c",,"","mov    0x10b9ba1(%rip),%eax         ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,"0x530e97",1241,"ggc-page.c",,"","cmp    %eax,%edx ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
